Plant Name,Scientific Name,Identification,Image File Name,Status,Category,Edibility,Usage,WNNC Location,Notes,Google Search Link,Calscape Link
Spotted Spurge,Euphorbia maculata,Small oval leaves often with red spot; milky sap; tiny flowers; prostrate mat; non-native weed,Spotted_Spurge.jpg,Non-native,Herb,Poisonous,Toxic milky sap; lawn weed; skin irritant; hard to control,,,https://www.google.com/search?q=Spotted%20Spurge%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Euphorbia%20maculata/poplevel-0
Prostrate Spurge,Euphorbia supina,Small oval leaves; milky sap; prostrate mat in disturbed areas; non-native weed,Prostrate_Spurge.jpg,Non-native,Herb,Poisonous,Toxic milky sap; mat-forming weed; skin & eye irritant,,,https://www.google.com/search?q=Prostrate%20Spurge%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Euphorbia%20supina/poplevel-0
Castor Bean,Ricinus communis,Large star-shaped palmate leaves; spiny red seed pods; toxic seeds; non-native; naturalized,Castor_Bean.jpg,Non-native,Shrub,Poisonous,HIGHLY toxic seeds (ricin); ornamental foliage; invasive riparian,,,https://www.google.com/search?q=Castor%20Bean%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Ricinus%20communis/poplevel-0
Red Clover,Trifolium pratense,3 oval leaflets with pale chevron; pink-purple globose flower heads; non-native forage plant,Red_Clover.jpg,Non-native,Herb,Edible,Edible flowers & leaves; medicinal; nitrogen fixer; bee forage,,,https://www.google.com/search?q=Red%20Clover%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Trifolium%20pratense/poplevel-0
White Clover,Trifolium repens,3 round leaflets with pale chevron; white globose flower heads; non-native; spreads by stolons,White_Clover.jpg,Non-native,Herb,Edible,Edible flowers; nitrogen fixer; lawn companion; bee forage,,,https://www.google.com/search?q=White%20Clover%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Trifolium%20repens/poplevel-0
Bur Clover,Medicago polymorpha,3 leaflets; small yellow flowers; spiny coiled bur seed pods; non-native weed; lawns,Bur_Clover.jpg,Non-native,Herb,Caution,Burs tangle in fur; nitrogen fixer; winter annual weed,,,https://www.google.com/search?q=Bur%20Clover%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Medicago%20polymorpha/poplevel-0
Black Medic,Medicago lupulina,3 leaflets; tiny yellow flowers; small black coiled pod; non-native; disturbed areas,Black_Medic.jpg,Non-native,Herb,Edible,Edible seeds & leaves; nitrogen fixer; clover-like weed,,,https://www.google.com/search?q=Black%20Medic%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Medicago%20lupulina/poplevel-0
Yellow Sweet Clover,Melilotus officinalis,3 leaflets; tall spikes of tiny yellow flowers; sweet vanilla scent; non-native biennial,Yellow_Sweet_Clover.jpg,Non-native,Herb,Caution,Medicinal; bee forage (excellent honey); anticoagulant if moldy,,,https://www.google.com/search?q=Yellow%20Sweet%20Clover%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Melilotus%20officinalis/poplevel-0
Common Vetch,Vicia sativa,Compound leaves with tendrils; purple pea flowers; climbing annual; non-native weed,Common_Vetch.jpg,Non-native,Vine,Caution,Nitrogen fixer; seeds mildly toxic; cover crop; wildlife forage,,,https://www.google.com/search?q=Common%20Vetch%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Vicia%20sativa/poplevel-0
Hairy Vetch,Vicia villosa,Hairy compound leaves with tendrils; dense spikes of blue-purple flowers; non-native,Hairy_Vetch.jpg,Non-native,Vine,Caution,Nitrogen fixer; cover crop; bee forage; seeds mildly toxic,,,https://www.google.com/search?q=Hairy%20Vetch%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Vicia%20villosa/poplevel-0
Alfalfa,Medicago sativa,3 leaflets; purple pea flowers; coiled pods; deep taproot; non-native forage crop,Alfalfa.jpg,Non-native,Herb,Edible,Nutritious edible sprouts; hay crop; nitrogen fixer; bee forage,,,https://www.google.com/search?q=Alfalfa%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Medicago%20sativa/poplevel-0
Pink Oxalis,Oxalis articulata,3 heart-shaped leaflets; pink 5-petaled flowers; bulbous roots; non-native ornamental/weed,Pink_Oxalis.jpg,Non-native,Herb,Caution,"Edible (tart, high oxalates); ornamental bulb; invasive garden weed",,,https://www.google.com/search?q=Pink%20Oxalis%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Oxalis%20articulata/poplevel-0
Poison Hemlock,Conium maculatum,Finely divided fernlike leaves; white umbrella flower clusters; purple-spotted hollow stems; extremely toxic,Poison_Hemlock.jpg,Non-native,Herb,Poisonous,DEADLY toxic; resembles edible plants; invasive; avoid all contact,,,https://www.google.com/search?q=Poison%20Hemlock%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Conium%20maculatum/poplevel-0
Wild Carrot,Daucus carota,Finely divided leaves; white flat-topped flower clusters with central dark flower; burred seeds; non-native,Wild_Carrot.jpg,Non-native,Herb,Caution,Edible root; ancestor of carrot; resembles toxic hemlock - caution,,,https://www.google.com/search?q=Wild%20Carrot%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Daucus%20carota/poplevel-0
Pineapple Weed,Matricaria discoidea,Finely divided leaves; tiny yellow cone-shaped flower heads without rays; pineapple scent; non-native,Pineapple_Weed.jpg,Non-native,Herb,Edible,Edible pineapple-scented flowers; tea; medicinal; path-side weed,,,https://www.google.com/search?q=Pineapple%20Weed%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Matricaria%20discoidea/poplevel-0
Common Chamomile,Anthemis cotula,Finely divided leaves; white daisy flowers; strong pungent smell; non-native weed,Common_Chamomile.jpg,Non-native,Herb,Edible,Edible tea flowers; medicinal relaxant; fragrant lawn companion,,Mayweed,https://www.google.com/search?q=Common%20Chamomile%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Anthemis%20cotula/poplevel-0
Silver Wattle,Acacia dealbata,Silver-gray bipinnate leaves; yellow puffball flowers; fast-growing invasive tree; from Australia,Silver_Wattle.jpg,Non-native,Tree,Not edible,Invasive; tannin source; ornamental; fire hazard; fast growing,,,https://www.google.com/search?q=Silver%20Wattle%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Acacia%20dealbata/poplevel-0
Bailey's Acacia,Acacia baileyana,Blue-gray bipinnate leaves; bright yellow puffball flowers; non-native ornamental; invasive,Bailey_s_Acacia.jpg,Non-native,Tree,Not edible,Invasive ornamental; yellow pom-pom flowers; fire hazard,,,https://www.google.com/search?q=Bailey%27s%20Acacia%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Acacia%20baileyana/poplevel-0
Brazilian Pepper Tree,Schinus terebinthifolia,Pinnate leaves; small white flowers; clusters of bright red berries; invasive; toxic to some,Brazilian_Pepper_Tree.jpg,Non-native,Tree,Poisonous,Invasive; toxic berries; skin irritant (pepper family); hard to remove,,,https://www.google.com/search?q=Brazilian%20Pepper%20Tree%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Schinus%20terebinthifolia/poplevel-0
California Pepper Tree,Schinus molle,Weeping pinnate leaves; small flowers; pink peppercorn fruits; non-native ornamental; naturalized,California_Pepper_Tree.jpg,Non-native,Tree,Caution,Ornamental shade tree; pink berries used as pepper; skin irritant,,,https://www.google.com/search?q=California%20Pepper%20Tree%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Schinus%20molle/poplevel-0
European Olive,Olea europaea,Narrow silvery-green leaves; small white fragrant flowers; edible olive fruits; non-native,European_Olive.jpg,Non-native,Tree,Edible,Edible cured fruit; oil production; ornamental; can naturalize,,,https://www.google.com/search?q=European%20Olive%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Olea%20europaea/poplevel-0
Oleander,Nerium oleander,Long narrow leathery leaves; pink to white flowers; all parts extremely toxic; non-native,Oleander.jpg,Non-native,Shrub,Poisonous,HIGHLY toxic all parts; ornamental hedge; highway planting; fragrant,,,https://www.google.com/search?q=Oleander%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Nerium%20oleander/poplevel-0
Lantana,Lantana camara,Rough opposite leaves; small multicolored flower clusters; black berries; non-native invasive,Lantana.jpg,Non-native,Shrub,Poisonous,Toxic berries; ornamental; butterfly nectar; invasive in mild climates,,,https://www.google.com/search?q=Lantana%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Lantana%20camara/poplevel-0
Bougainvillea,Bougainvillea sp.,Oval leaves with thorny stems; papery bright colored bracts; non-native tropical ornamental,Bougainvillea.jpg,Non-native,Vine,Caution,Ornamental thorny vine; thorns cause injury; drought-tolerant,,,https://www.google.com/search?q=Bougainvillea%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Bougainvillea%20sp./poplevel-0
Field Bindweed,Convolvulus arvensis,Arrow-shaped leaves; small white to pink morning glory flowers; persistent rhizomes; non-native weed,Field_Bindweed.jpg,Non-native,Vine,Caution,Invasive; hard to eradicate; morning glory flowers; deep roots,,,https://www.google.com/search?q=Field%20Bindweed%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Convolvulus%20arvensis/poplevel-0
Morning Glory (Bindweed),Calystegia macrostegia,Arrow or kidney-shaped leaves; large white trumpet flowers; climbing; can be native or non-native,Morning_Glory.jpg,Non-native,Vine,Caution,Ornamental invasive; seeds toxic; twining garden vine,,,https://www.google.com/search?q=Morning%20Glory%20%28Bindweed%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Calystegia%20macrostegia/poplevel-0
Dodder (Field),Cuscuta campestris,Leafless orange-yellow twining parasitic stems; tiny white flowers; no chlorophyll,Dodder.jpg,Non-native,Vine,Not edible,Parasitic vine; smothers host plants; invasive; no chlorophyll,,,https://www.google.com/search?q=Dodder%20%28Field%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cuscuta%20campestris/poplevel-0
Fountain Grass,Cenchrus setaceus,Narrow arching leaves; fuzzy pink-purple bottlebrush seed heads; invasive ornamental grass,Fountain_Grass.jpg,Non-native,Grass,Not edible,Invasive ornamental; fire hazard; displaces native plants,,,https://www.google.com/search?q=Fountain%20Grass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cenchrus%20setaceus/poplevel-0
African Lovegrass,Eragrostis curvula,Fine dark green arching leaves; open lacy seed heads; invasive; roadsides and dry slopes,African_Lovegrass.jpg,Non-native,Grass,Not edible,Invasive; fire hazard; displaces native grasses,,,https://www.google.com/search?q=African%20Lovegrass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Eragrostis%20curvula/poplevel-0
Veldt Grass,Ehrharta calycina,Flat soft leaves; drooping seed heads with inflated lemmas; non-native invasive grass,Veldt_Grass.jpg,Non-native,Grass,Not edible,Invasive; fire hazard; South African origin; dry slope weed,,,https://www.google.com/search?q=Veldt%20Grass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Ehrharta%20calycina/poplevel-0
Common Fig (Feral),Ficus carica,Large deeply lobed leaves; enclosed flower receptacle (the fig); edible fruit; naturalizes near water,Common_Fig.jpg,Non-native,Tree,Edible,Edible fruit; wildlife food; riparian invasive; ornamental,,,https://www.google.com/search?q=Common%20Fig%20%28Feral%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Ficus%20carica/poplevel-0
Tree Mallow,Malva arborea,Large rounded lobed leaves; purple-veined pink flowers; tall non-native biennial; coastal,Tree_Mallow.jpg,Non-native,Herb,Edible,Edible leaves & flowers; ornamental; coastal weed; bee forage,,,https://www.google.com/search?q=Tree%20Mallow%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Malva%20arborea/poplevel-0
Pride of Madeira,Echium candicans,Long hairy narrow leaves; tall spikes of blue-purple flowers; non-native invasive shrub,Pride_of_Madeira.jpg,Non-native,Shrub,Not edible,Ornamental coastal shrub; bee forage; can naturalize; blue spires,,,https://www.google.com/search?q=Pride%20of%20Madeira%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Echium%20candicans/poplevel-0
Spanish Broom,Spartium junceum,Rush-like green stems; few small leaves; fragrant yellow pea flowers; invasive shrub,Spanish_Broom.jpg,Non-native,Shrub,Poisonous,Invasive; toxic seeds; fire hazard; ornamental yellow flowers,,,https://www.google.com/search?q=Spanish%20Broom%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Spartium%20junceum/poplevel-0
French Broom,Genista monspessulana,3 leaflets; yellow pea flowers; non-native invasive shrub; toxic; fire-adapted,French_Broom.jpg,Non-native,Shrub,Poisonous,Highly invasive; toxic; fire hazard; hard to eradicate; nitrogen fixer,,,https://www.google.com/search?q=French%20Broom%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Genista%20monspessulana/poplevel-0
Scotch Broom,Cytisus scoparius,3 leaflets or simple; yellow pea flowers; angular green stems; invasive shrub; coastal,Scotch_Broom.jpg,Non-native,Shrub,Poisonous,Highly invasive; toxic; fire hazard; hard to eradicate,,,https://www.google.com/search?q=Scotch%20Broom%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cytisus%20scoparius/poplevel-0
Gorse,Ulex europaeus,Spiny shrub with reduced leaves; yellow pea flowers; invasive; fire hazard; coastal scrub,Gorse.jpg,Non-native,Shrub,Not edible,Invasive spiny shrub; fire hazard; impenetrable thickets,,,https://www.google.com/search?q=Gorse%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Ulex%20europaeus/poplevel-0
Australian Saltbush,Atriplex semibaccata,Small grayish oval leaves; mealy coating; prostrate spreading; non-native groundcover,Australian_Saltbush.jpg,Non-native,Shrub,Edible,Edible salty leaves; drought-tolerant; erosion control; ornamental,,,https://www.google.com/search?q=Australian%20Saltbush%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Atriplex%20semibaccata/poplevel-0
Russian Olive,Elaeagnus angustifolia,Narrow silver-gray leaves; fragrant yellow flowers; olive-like fruits; non-native invasive riparian,Russian_Olive.jpg,Non-native,Tree,Edible,Edible fruit; wildlife food; invasive riparian; silver foliage,,,https://www.google.com/search?q=Russian%20Olive%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Elaeagnus%20angustifolia/poplevel-0
White Mulberry,Morus alba,Variable lobed glossy leaves; white to pink edible berries; non-native; fast-growing,White_Mulberry.jpg,Non-native,Tree,Edible,Edible berries; silkworm host; invasive urban tree; wildlife food,,,https://www.google.com/search?q=White%20Mulberry%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Morus%20alba/poplevel-0
Common Hawthorn,Crataegus monogyna,Lobed leaves; white flowers; single-seeded red haws; spiny branches; non-native,Common_Hawthorn.jpg,Non-native,Tree,Edible,Edible berries (haws); medicinal heart tonic; wildlife; hedging,,,https://www.google.com/search?q=Common%20Hawthorn%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Crataegus%20monogyna/poplevel-0
London Plane Tree,Platanus x acerifolia,Large maple-like leaves; mottled peeling bark; spherical seed balls; non-native urban tree,London_Plane_Tree.jpg,Non-native,Tree,Not edible,Street tree; pollution-tolerant; ornamental bark; wildlife,,,https://www.google.com/search?q=London%20Plane%20Tree%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Platanus%20x%20acerifolia/poplevel-0
Canary Island Pine,Pinus canariensis,Very long drooping needles in 3s; large cones; blue-green juvenile foliage; non-native,Canary_Island_Pine.jpg,Non-native,Tree,Not edible,Ornamental street tree; fire-adapted; drought-tolerant,,,https://www.google.com/search?q=Canary%20Island%20Pine%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Pinus%20canariensis/poplevel-0
Italian Cypress,Cupressus sempervirens,Scale-like leaves; narrow columnar form; round gray-brown cones; non-native ornamental,Italian_Cypress.jpg,Non-native,Tree,Not edible,Ornamental architectural tree; cemetery planting; windbreak,,,https://www.google.com/search?q=Italian%20Cypress%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cupressus%20sempervirens/poplevel-0
Artichoke,Cynara scolymus,Large spiny lobed leaves; purple thistle-like flowers when uncut; edible bud; non-native crop,Artichoke.jpg,Non-native,Herb,Edible,Edible flower buds; ornamental silvery foliage; bee forage,,,https://www.google.com/search?q=Artichoke%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cynara%20scolymus/poplevel-0
